ID,Latitude,Longitude,n,date_min,date_max,mins,hours,days
5,-19.0056,34.504,15,2020-12-26 2:00:26 UTC,2021-02-09 18:00:19 UTC,64800,1080,45
5,-19.0055,34.5039,28,2020-12-25 22:00:01 UTC,2021-02-11 2:00:49 UTC,69120,1152,48
6,-19.0055,34.504,9,2020-12-25 18:00:32 UTC,2021-02-08 22:00:50 UTC,64800,1080,45
3,-19.0002,34.4188,4,2021-02-10 4:15:31 UTC,2021-02-28 14:16:26 UTC,25920,432,18
1,-19,34.4074,4,2021-01-23 6:18:02 UTC,2021-01-26 18:40:49 UTC,4320,72,3
9,-18.9997,34.4191,4,2021-01-29 2:56:19 UTC,2021-05-14 2:23:20 UTC,151140,2519,104.958333333333
6,-18.9993,34.5063,2,2021-11-05 22:00:19 UTC,2021-11-06 2:00:40 UTC,1440,24,1
1,-18.9992,34.4203,4,2021-01-29 14:59:32 UTC,2021-02-14 0:40:56 UTC,23040,384,16
7,-18.9987,34.5192,3,2020-12-18 18:00:01 UTC,2020-12-19 2:00:25 UTC,1440,24,1
4,-18.9963,34.4241,4,2021-01-31 3:09:32 UTC,2021-02-11 20:26:25 UTC,15840,264,11
4,-18.9951,34.5069,2,2020-12-21 18:00:10 UTC,2020-12-22 2:00:28 UTC,1440,24,1
3,-18.9934,34.3485,2,2021-10-12 16:47:40 UTC,2021-10-13 0:50:02 UTC,1440,24,1
2,-18.9928,34.198,4,2021-01-12 9:07:02 UTC,2021-01-13 17:16:20 UTC,1440,24,1
2,-18.9924,34.4301,4,2021-02-01 19:20:32 UTC,2021-02-02 3:22:31 UTC,1440,24,1
3,-18.992,34.4293,4,2021-02-15 20:52:31 UTC,2021-02-16 4:54:56 UTC,1440,24,1
1,-18.989,34.2514,2,2021-04-21 6:57:26 UTC,2021-04-22 7:03:31 UTC,1440,24,1
1,-18.9884,34.52,2,2020-12-16 22:00:58 UTC,2020-12-17 2:00:10 UTC,1440,24,1
4,-18.9856,34.4376,4,2021-02-26 1:59:32 UTC,2021-10-16 3:12:50 UTC,334020,5567,231.958333333333
2,-18.9851,34.2745,2,2021-10-16 4:00:10 UTC,2021-11-06 3:08:58 UTC,30300,505,21.0416666666667
3,-18.985,34.3687,4,2021-01-21 22:09:58 UTC,2021-01-22 2:11:02 UTC,1440,24,1
2,-18.9828,34.3627,4,2021-01-19 17:55:46 UTC,2021-01-20 5:58:26 UTC,1440,24,1
4,-18.9828,34.4598,4,2021-03-21 16:35:00 UTC,2021-03-22 8:38:40 UTC,1440,24,1
1,-18.9825,34.4597,4,2021-03-22 20:42:09 UTC,2021-03-23 0:43:01 UTC,1440,24,1
4,-18.9799,34.3602,4,2021-01-17 21:43:02 UTC,2021-01-18 1:44:38 UTC,1440,24,1
3,-18.9797,34.3513,2,2021-09-01 7:00:05 UTC,2021-10-15 7:00:42 UTC,63360,1056,44
2,-18.9796,34.351,3,2020-10-25 20:35:51 UTC,2021-10-07 5:00:15 UTC,499680,8328,347
3,-18.9796,34.3511,2,2021-09-05 3:26:33 UTC,2021-10-22 5:00:08 UTC,67680,1128,47
3,-18.9795,34.3508,3,2021-01-02 20:06:10 UTC,2021-10-04 5:00:52 UTC,395940,6599,274.958333333333
4,-18.9795,34.3509,3,2021-09-25 6:00:40 UTC,2021-10-18 6:00:25 UTC,33120,552,23
7,-18.9795,34.3512,8,2020-10-11 0:57:32 UTC,2021-01-08 20:44:52 UTC,128220,2137,89.0416666666667
8,-18.9795,34.3513,3,2020-10-11 6:59:12 UTC,2021-10-18 4:00:48 UTC,535680,8928,372
2,-18.9794,34.3508,2,2021-09-29 7:00:27 UTC,2021-10-30 6:00:45 UTC,44640,744,31
3,-18.9794,34.3509,3,2020-10-24 20:29:40 UTC,2021-10-07 4:00:20 UTC,501120,8352,348
4,-18.9794,34.351,7,2020-10-09 6:49:15 UTC,2021-10-30 4:00:36 UTC,555840,9264,386
5,-18.9794,34.3511,23,2020-10-07 0:34:08 UTC,2021-10-17 7:00:27 UTC,540000,9000,375
6,-18.9794,34.3512,22,2020-10-14 7:14:50 UTC,2021-11-03 5:00:11 UTC,554460,9241,385.041666666667
7,-18.9794,34.3513,6,2020-10-21 14:08:12 UTC,2021-10-29 6:00:18 UTC,537120,8952,373
8,-18.9794,34.3514,3,2020-10-09 6:46:02 UTC,2021-09-07 7:00:40 UTC,479520,7992,333
9,-18.9794,34.3515,4,2020-10-21 20:39:56 UTC,2021-10-18 7:00:39 UTC,521280,8688,362
3,-18.9793,34.3505,2,2021-10-11 7:00:08 UTC,2021-10-21 4:00:36 UTC,14400,240,10
5,-18.9793,34.3507,4,2021-09-09 5:00:10 UTC,2021-10-29 7:00:04 UTC,72000,1200,50
6,-18.9793,34.3508,3,2020-11-27 20:09:10 UTC,2021-10-25 4:00:08 UTC,478020,7967,331.958333333333
7,-18.9793,34.3509,11,2020-12-08 1:07:42 UTC,2021-10-14 6:00:27 UTC,446340,7439,309.958333333333
8,-18.9793,34.351,18,2020-10-14 1:13:11 UTC,2021-10-14 7:00:21 UTC,525600,8760,365
9,-18.9793,34.3511,188,2020-10-06 18:27:51 UTC,2021-10-19 5:00:46 UTC,544320,9072,378
10,-18.9793,34.3512,171,2020-10-07 6:30:23 UTC,2021-11-02 4:00:54 UTC,563100,9385,391.041666666667
11,-18.9793,34.3513,53,2020-09-03 4:00:40 UTC,2021-10-31 6:00:38 UTC,609120,10152,423
12,-18.9793,34.3514,10,2020-10-11 19:02:31 UTC,2021-09-08 6:00:15 UTC,478080,7968,332
13,-18.9793,34.3515,3,2020-11-14 22:39:50 UTC,2021-10-22 4:00:26 UTC,492420,8207,341.958333333333
3,-18.9792,34.3508,6,2021-01-07 12:36:16 UTC,2021-09-03 6:00:59 UTC,344100,5735,238.958333333333
4,-18.9792,34.3509,33,2020-11-23 11:34:57 UTC,2021-10-25 7:00:32 UTC,483780,8063,335.958333333333
5,-18.9792,34.351,63,2020-09-10 17:00:01 UTC,2021-11-04 6:00:47 UTC,604860,10081,420.041666666667
6,-18.9792,34.3511,115,2020-09-01 17:00:02 UTC,2021-11-03 4:00:10 UTC,616380,10273,428.041666666667
7,-18.9792,34.3512,175,2020-09-02 17:00:02 UTC,2021-11-01 6:00:20 UTC,612060,10201,425.041666666667
